Combined Feature,Weight,Class,Feature,l1,l2,dist,dist_pix,a,angl
energy_test_dist_15_angl_4,0.044103566912379,Class 0,energy,test,dist,15,13,angl,4
ASM_test_dist_15_angl_3,0.052030171220568,Class 0,ASM,test,dist,15,13,angl,3
dissimilarity_test_dist_15_angl_1,0.054576333804749,Class 0,dissimilarity,test,dist,15,13,angl,1
entropy_test_dist_15_angl_4,0.067361545118243,Class 0,entropy,test,dist,15,13,angl,4
std_test_dist_15_angl_4,0.072923462315134,Class 0,std,test,dist,15,13,angl,4
ASM_test_dist_15_angl_4,0.100148875334595,Class 0,ASM,test,dist,15,13,angl,4
dissimilarity_test_dist_15_angl_2,0.100967930506538,Class 0,dissimilarity,test,dist,15,13,angl,2
homogeneity_test_dist_15_angl_4,0.115372799525314,Class 0,homogeneity,test,dist,15,13,angl,4
correlation_test_dist_15_angl_3,0.141131849204332,Class 0,correlation,test,dist,15,13,angl,3
std_test_dist_15_angl_3,0.16349308660398,Class 0,std,test,dist,15,13,angl,3
variance_test_dist_15_angl_2,0.169223393350322,Class 0,variance,test,dist,15,13,angl,2
homogeneity_test_dist_15_angl_3,0.171681910319461,Class 0,homogeneity,test,dist,15,13,angl,3
mean_test_dist_15_angl_3,0.195760638228801,Class 0,mean,test,dist,15,13,angl,3
dissimilarity_test_dist_15_angl_4,0.217114786060318,Class 0,dissimilarity,test,dist,15,13,angl,4
entropy_test_dist_15_angl_1,0.34130294055393,Class 0,entropy,test,dist,15,13,angl,1
energy_test_dist_15_angl_1,0.372318187493236,Class 0,energy,test,dist,15,13,angl,1
energy_test_dist_15_angl_2,0.442664328266374,Class 0,energy,test,dist,15,13,angl,2
entropy_test_dist_16_angl_3,-0.477909403972148,Class 0,entropy,test,dist,16,14,angl,3
ASM_test_dist_16_angl_2,-0.358150324774498,Class 0,ASM,test,dist,16,14,angl,2
dissimilarity_test_dist_16_angl_1,-0.337065563120476,Class 0,dissimilarity,test,dist,16,14,angl,1
energy_test_dist_16_angl_1,-0.263544349636255,Class 0,energy,test,dist,16,14,angl,1
ASM_test_dist_16_angl_4,-0.244237359141662,Class 0,ASM,test,dist,16,14,angl,4
homogeneity_test_dist_16_angl_1,-0.215878186727934,Class 0,homogeneity,test,dist,16,14,angl,1
contrast_test_dist_16_angl_4,-0.170708833980251,Class 0,contrast,test,dist,16,14,angl,4
homogeneity_test_dist_16_angl_3,-0.145432393040885,Class 0,homogeneity,test,dist,16,14,angl,3
dissimilarity_test_dist_16_angl_4,-0.130260642864593,Class 0,dissimilarity,test,dist,16,14,angl,4
contrast_test_dist_16_angl_1,-0.100122219048425,Class 0,contrast,test,dist,16,14,angl,1
std_test_dist_16_angl_4,-0.088337171832714,Class 0,std,test,dist,16,14,angl,4
dissimilarity_test_dist_16_angl_3,-0.074640360800462,Class 0,dissimilarity,test,dist,16,14,angl,3
variance_test_dist_16_angl_2,-0.074207264328579,Class 0,variance,test,dist,16,14,angl,2
entropy_test_dist_16_angl_1,-0.04090072220049,Class 0,entropy,test,dist,16,14,angl,1
homogeneity_test_dist_16_angl_4,-0.027749210168788,Class 0,homogeneity,test,dist,16,14,angl,4
entropy_test_dist_16_angl_2,-0.015515688889021,Class 0,entropy,test,dist,16,14,angl,2
energy_test_dist_16_angl_2,-0.013706950471916,Class 0,energy,test,dist,16,14,angl,2
mean_test_dist_16_angl_4,-0.011791431438321,Class 0,mean,test,dist,16,14,angl,4
contrast_test_dist_16_angl_2,-0.006210211823513,Class 0,contrast,test,dist,16,14,angl,2
std_test_dist_16_angl_1,-0.003057389613422,Class 0,std,test,dist,16,14,angl,1
mean_test_dist_16_angl_3,-0.002819200256253,Class 0,mean,test,dist,16,14,angl,3
std_test_dist_16_angl_3,0.001550176485113,Class 0,std,test,dist,16,14,angl,3
entropy_test_dist_16_angl_4,0.005478970132507,Class 0,entropy,test,dist,16,14,angl,4
variance_test_dist_16_angl_3,0.005546408068918,Class 0,variance,test,dist,16,14,angl,3
correlation_test_dist_16_angl_3,0.014844881386747,Class 0,correlation,test,dist,16,14,angl,3
correlation_test_dist_16_angl_4,0.024200684972861,Class 0,correlation,test,dist,16,14,angl,4
mean_test_dist_16_angl_1,0.02633302792767,Class 0,mean,test,dist,16,14,angl,1
variance_test_dist_16_angl_4,0.027228430573966,Class 0,variance,test,dist,16,14,angl,4
ASM_test_dist_16_angl_1,0.033169403346012,Class 0,ASM,test,dist,16,14,angl,1
correlation_test_dist_16_angl_1,0.042975388654419,Class 0,correlation,test,dist,16,14,angl,1
mean_test_dist_16_angl_2,0.043715961881822,Class 0,mean,test,dist,16,14,angl,2
energy_test_dist_16_angl_3,0.055490706905959,Class 0,energy,test,dist,16,14,angl,3
variance_test_dist_16_angl_1,0.072646352608479,Class 0,variance,test,dist,16,14,angl,1
correlation_test_dist_16_angl_2,0.078726810833868,Class 0,correlation,test,dist,16,14,angl,2
energy_test_dist_16_angl_4,0.10212065066384,Class 0,energy,test,dist,16,14,angl,4
ASM_test_dist_16_angl_3,0.104203847255398,Class 0,ASM,test,dist,16,14,angl,3
dissimilarity_test_dist_16_angl_2,0.108091221452181,Class 0,dissimilarity,test,dist,16,14,angl,2
homogeneity_test_dist_16_angl_2,0.125135602261344,Class 0,homogeneity,test,dist,16,14,angl,2
contrast_test_dist_16_angl_3,0.232088359357136,Class 0,contrast,test,dist,16,14,angl,3
std_test_dist_16_angl_2,0.650775052209963,Class 0,std,test,dist,16,14,angl,2
